rule,file,line,verdict,confidence,reason
PRE12-C,lib/multi.c,86,FP,adversarial-flip,[adv] multi-eval of x in macro
API02-C,lib/multi.c,95,FP,high,"timeout_ms is single out-param long*, not an array; no size needed"
EXP34-C,lib/multi.c,106,FP,high,multi_now internal helper; multi always non-NULL from internal callers
DCL13-C,lib/multi.c,207,FP,high,ph_freeentry is hash dtor vtable signature; const cannot be added
EXP34-C,lib/multi.c,224,FP,high,multi_addmsg internal; multi non-NULL
DCL31-C,lib/multi.c,235,FP,high,curlx_calloc is curl-internal allocator declared in headers
CON34-C,lib/multi.c,275,FP,med,getenv in DEBUGBUILD init only; not thread-shared concern here
MSC07-C,lib/multi.c,309,FP,high,"'error:' is a goto label, not unreachable code after return"
MEM31-C,lib/multi.c,323,FP,high,"Curl_mntfy_cleanup on member; single curlx_free(multi) at 331, no double-free"
DCL31-C,lib/multi.c,331,FP,high,curlx_free is internal macro/function from headers
MEM31-C,lib/multi.c,331,FP,high,single free of multi; prior cleanups are distinct member destructors
EXP34-C,lib/multi.c,347,FP,high,multi_warn_debug internal; multi non-NULL
API00-C,lib/multi.c,358,FP,high,Curl_is_connecting internal; data always valid from callers
DCL13-C,lib/multi.c,358,FP,low,curl convention does not const-qualify easy handle params
DCL00-C,lib/multi.c,367,FP,high,new_size IS modified at lines 388/393; const suggestion wrong
INT00-C,lib/multi.c,380,FP,high,used=tbl_count<=capacity invariant; subtraction cannot underflow
INT14-C,lib/multi.c,380,FP,high,capacity>>2 vs arithmetic is idiomatic; readability advisory only
EXP34-C,lib/multi.c,438,FP,high,curl_multi_add_handle checks GOOD_MULTI_HANDLE/GOOD_EASY_HANDLE before this
EXP34-C,lib/multi.c,441,FP,high,multi validated by GOOD_MULTI_HANDLE at function entry
EXP30-C,lib/multi.c,529,FP,high,CURL_TRC_M args are pure reads; no conflicting side effects
DCL13-C,lib/multi.c,542,FP,high,debug_print_sock_hash in #if 0 block; hash-print callback signature
DCL13-C,lib/multi.c,556,FP,high,multi_conn_should_close reads data; curl convention keeps handle non-const
MSC04-C,lib/multi.c,665,FP,med,multi_done recursion bounded by data->state.done guard; not infinite
MEM30-C,lib/multi.c,687,FP,high,Curl_safefree(data->req.newurl) nulls it; later data->req access is unrelated member
MEM30-C,lib/multi.c,688,FP,high,data->req struct not freed; safefree only freed newurl/location members
MEM30-C,lib/multi.c,705,FP,high,"data->mstate is a field, never freed; not UAF"
EXP36-C,lib/multi.c,713,FP,high,no char*->int* alignment cast; misparse of progress call
MEM30-C,lib/multi.c,724,FP,high,data->multi never freed here; normal member access
MEM30-C,lib/multi.c,727,FP,high,data->req not freed; only its newurl/location members were
MEM30-C,lib/multi.c,732,FP,high,data->conn not freed; passed to cpool_do_locked normally
MEM30-C,lib/multi.c,735,FP,high,Curl_netrc_cleanup(&data->state.netrc) cleans member; not a freed-ptr access
MEM30-C,lib/multi.c,735,FP,high,"data->state is embedded struct, never freed"
DCL13-C,lib/multi.c,740,FP,high,close_connect_only is cpool_do_locked callback; fixed signature
DCL13-C,lib/multi.c,741,FP,high,userdata is callback signature param; const not addable
MSC04-C,lib/multi.c,749,FP,med,remove_handle recursion bounded by data->multi/done guards
EXP34-C,lib/multi.c,767,FP,high,data validated by GOOD_EASY_HANDLE earlier in function
EXP34-C,lib/multi.c,778,FP,high,multi validated by GOOD_MULTI_HANDLE at entry
EXP30-C,lib/multi.c,887,FP,high,CURL_TRC_M trace args are read-only; no unsequenced side effects
API00-C,lib/multi.c,894,FP,high,Curl_multiplex_wanted does 'multi && ...' — explicitly NULL-safe
API00-C,lib/multi.c,925,FP,high,Curl_attach_connection DEBUGASSERTs data; internal-only non-NULL
API00-C,lib/multi.c,925,FP,high,conn DEBUGASSERTed; internal contract guarantees non-NULL
EXP34-C,lib/multi.c,931,FP,high,conn DEBUGASSERTed non-NULL just above (line 930)
EXP36-C,lib/multi.c,950,FP,high,no char*->curltime* cast; Curl_pgrs_now returns proper type
MSC37-C,lib/multi.c,1099,FP,high,Curl_multi_pollset returns mresult at 'out'; all switch paths covered
EXP30-C,lib/multi.c,1178,FP,high,trace-log args read-only; no conflicting side effects
DCL13-C,lib/multi.c,1215,FP,high,"curl_multi_fdset public API signature; (void)exc_fd_set, cannot change"
EXP34-C,lib/multi.c,1230,FP,high,multi validated by GOOD_MULTI_HANDLE at 1227
EXP34-C,lib/multi.c,1285,FP,high,multi validated by GOOD_MULTI_HANDLE at 1282
EXP33-C,lib/multi.c,1326,FP,high,getsockopt fills t via &t before comparison; && short-circuits on failure
DCL31-C,lib/multi.c,1479,FP,high,WSAWaitForMultipleEvents is Winsock API from system headers
DCL00-C,lib/multi.c,1490,FP,high,r is loop-local cast result; const advisory noise
API00-C,lib/multi.c,1574,FP,high,curl_multi_wait is thin wrapper to multi_wait which validates
API00-C,lib/multi.c,1574,FP,high,ret passed through to multi_wait; NULL handled there
DCL31-C,lib/multi.c,1580,FP,high,multi_wait is static defined later in same TU
API00-C,lib/multi.c,1584,FP,high,curl_multi_poll thin wrapper to multi_wait which validates multi
API00-C,lib/multi.c,1584,FP,high,ret forwarded to multi_wait; NULL-checked there
DCL31-C,lib/multi.c,1590,FP,high,multi_wait static defined in same file
EXP34-C,lib/multi.c,1632,FP,high,multi_ischanged internal; multi non-NULL from callers
API00-C,lib/multi.c,1645,FP,high,Curl_multi_connchanged internal setter; multi guaranteed valid
API00-C,lib/multi.c,1650,FP,high,Curl_multi_add_perform internal; data validated downstream by add_handle
INT18-C,lib/multi.c,1743,FP,high,k->size is curl_off_t (signed); comparison to -1 is valid signed compare
EXP34-C,lib/multi.c,1847,FP,high,set_in_callback internal; multi non-NULL
DCL13-C,lib/multi.c,1853,FP,low,multi_posttransfer reads data->set; curl keeps handle param mutable
ERR33-C,lib/multi.c,1858,FP,med,signal() restoring prev SIGPIPE handler; ignoring return is idiomatic restore
SIG00-C,lib/multi.c,1858,FP,med,"SIGPIPE suppression restore, not handler registration; platform-guarded"
SIG01-C,lib/multi.c,1858,FP,med,SIGPIPE restore is standard libcurl idiom; sigaction not portable here
SIG02-C,lib/multi.c,1858,FP,high,"restoring prior handler, not using signals for data handling"
EXP36-C,lib/multi.c,1885,FP,high,no char*->curltime* cast; Curl_pgrs_now type-correct
DCL31-C,lib/multi.c,2018,FP,high,curlx_free internal allocator from headers
MEM30-C,lib/multi.c,2027,FP,high,newurl reassigned to data->req.newurl at 2019 after free; not freed ptr
DCL31-C,lib/multi.c,2039,FP,high,curlx_free internal
MEM30-C,lib/multi.c,2042,FP,high,newurl reassigned to data->req.location at 2040 after free; live ptr
DCL31-C,lib/multi.c,2058,FP,high,curlx_free internal
MEM30-C,lib/multi.c,2058,FP,high,single final free; intermediate frees followed by reassignment
MEM31-C,lib/multi.c,2058,FP,high,free-then-reassign pattern; newurl is live before this free
DCL31-C,lib/multi.c,2185,FP,high,curlx_free internal
EXP20-C,lib/multi.c,2218,FP,high,implicit bool test on mspeed_check; idiomatic CURLcode check
EXP34-C,lib/multi.c,2290,FP,high,multi internal; state machine callers pass valid multi
EXP33-C,lib/multi.c,2300,FP,high,Curl_connect fills &async; used only on !result success path
EXP33-C,lib/multi.c,2309,FP,high,Curl_connect fills &connected via out-param before use
EXP34-C,lib/multi.c,2420,FP,high,internal multi access; non-NULL by state-machine contract
EXP34-C,lib/multi.c,2441,FP,high,internal multi access; non-NULL
EXP33-C,lib/multi.c,2530,FP,high,Curl_conn_connect fills &connected out-param before 'connected &&' read
MSC07-C,lib/multi.c,2705,FP,high,"'case MSTATE_COMPLETED:' is a label after break, not dead code"
EXP34-C,lib/multi.c,2755,FP,high,internal multi access; non-NULL by contract
MSC04-C,lib/multi.c,2839,FP,med,cleanup<->Curl_close cycle bounded by magic=0 and state guards
EXP34-C,lib/multi.c,2845,FP,high,multi validated by GOOD_MULTI_HANDLE at 2842
EXP34-C,lib/multi.c,2859,FP,high,data validated by GOOD_EASY_HANDLE at 2855
PRE32-C,lib/multi.c,2860,FP,high,"adjacent string-literal concatenation across lines, no preprocessor directive"
PRE32-C,lib/multi.c,2860,FP,high,string continuation misparsed as directive in macro arg
MEM31-C,lib/multi.c,2913,FP,high,multi_xfer_bufs_free frees members; single curlx_free(multi) at 2926
MEM31-C,lib/multi.c,2914,FP,high,Curl_mntfy_cleanup on member; not a double-free of multi
DCL31-C,lib/multi.c,2926,FP,high,curlx_free internal
MEM30-C,lib/multi.c,2926,FP,high,single free of multi; preceding calls free distinct members
MEM31-C,lib/multi.c,2926,FP,high,only one curlx_free(multi); no prior free of multi itself
EXP34-C,lib/multi.c,2951,FP,high,internal multi access; non-NULL
EXP34-C,lib/multi.c,2998,FP,high,add_next_timeout internal; d non-NULL from splay callers
EXP34-C,lib/multi.c,3031,FP,high,internal multi access; non-NULL
DCL00-C,lib/multi.c,3060,FP,high,e is list iterator in verbose block; const advisory noise
MSC37-C,lib/multi.c,3072,FP,med,function returns on all paths; switch default/return coverage
ARR01-C,lib/multi.c,3148,FP,high,"sizeof(multi->last_expire_ts) is a struct member, not a decayed array param"
EXP34-C,lib/multi.c,3196,FP,high,internal multi access; non-NULL by contract
INT13-C,lib/multi.c,3256,FP,med,"val&CURLMNWC flag test; signed long from va_arg, idiomatic mask test"
INT13-C,lib/multi.c,3259,FP,med,"signed flag-mask test, idiomatic; bits are API constants"
API00-C,lib/multi.c,3281,FP,high,running_handles is optional out-param; curl_multi_socket wrapper
EXP34-C,lib/multi.c,3295,FP,high,internal multi access; non-NULL
API00-C,lib/multi.c,3302,FP,high,running_handles optional out-param; thin wrapper
EXP34-C,lib/multi.c,3315,FP,high,internal multi access; non-NULL
DCL31-C,lib/multi.c,3338,FP,high,VERBOSE(...) macro sqc cannot expand; not a real untyped declaration
EXP34-C,lib/multi.c,3340,FP,high,multi_timeout internal; multi non-NULL
MEM33-C,lib/multi.c,3346,FP,high,"*expire_time=*multi_now() copies struct curltime, no flexible array member"
DCL00-C,lib/multi.c,3384,FP,high,e is loop iterator; const advisory noise
EXP34-C,lib/multi.c,3404,FP,high,internal multi access; non-NULL
EXP34-C,lib/multi.c,3422,FP,high,internal multi access; non-NULL
DCL13-C,lib/multi.c,3472,FP,low,curl convention keeps easy handle params non-const
ARR01-C,lib/multi.c,3506,FP,high,"sizeof(*stamp) of pointed-to struct in memcpy; correct, not decayed array"
INT10-C,lib/multi.c,3545,FP,med,milli%1000 timeout value non-negative in practice; advisory
API00-C,lib/multi.c,3599,FP,high,Curl_expire internal; data non-NULL from internal callers
API00-C,lib/multi.c,3610,FP,high,Curl_expire_done internal; data non-NULL
API00-C,lib/multi.c,3622,FP,high,Curl_expire_clear internal; data non-NULL
API00-C,lib/multi.c,3653,FP,med,curl_multi_assign validates GOOD_MULTI_HANDLE; hashp used after checks
EXP34-C,lib/multi.c,3669,FP,high,multi validated by GOOD_MULTI_HANDLE earlier
EXP34-C,lib/multi.c,3693,FP,high,internal/validated multi access; non-NULL
DCL13-C,lib/multi.c,3713,FP,low,curl convention keeps handle params mutable
API00-C,lib/multi.c,3718,FP,high,Curl_multi_max_concurrent_streams DEBUGASSERTs multi; internal non-NULL
DCL31-C,lib/multi.c,3729,FP,high,curlx_malloc internal allocator from headers
EXP34-C,lib/multi.c,3738,FP,high,"data from xfer table entry, guarded by 'if(a)' alloc and DEBUGASSERT"
API05-C,lib/multi.c,3788,FP,high,char**/size_t* signature; curl never uses C99 array-param syntax
STR34-C,lib/multi.c,3792,FP,high,*pbuf=NULL assigns char* via char**; no char-to-int sign extension
DCL31-C,lib/multi.c,3810,FP,high,curlx_free internal
MEM30-C,lib/multi.c,3810,FP,high,frees data->multi->xfer_buf member; data->multi struct not freed
DCL31-C,lib/multi.c,3816,FP,high,curlx_malloc internal
STR34-C,lib/multi.c,3826,FP,high,*pbuf=char* assignment via char**; no sign-extension
API00-C,lib/multi.c,3831,FP,high,Curl_multi_xfer_buf_release DEBUGASSERTs data; internal non-NULL
DCL13-C,lib/multi.c,3831,FP,low,buf is borrowed-back pointer marker; const not curl convention
API05-C,lib/multi.c,3841,FP,high,char**/size_t* borrow signature; no C99 array syntax in curl
STR34-C,lib/multi.c,3845,FP,high,char* assignment via char**; no sign extension
DCL31-C,lib/multi.c,3863,FP,high,curlx_free internal
MEM30-C,lib/multi.c,3863,FP,high,frees xfer_ulbuf member; data->multi struct not freed
DCL31-C,lib/multi.c,3870,FP,high,curlx_malloc internal
STR34-C,lib/multi.c,3880,FP,high,char* via char**; no sign extension
API00-C,lib/multi.c,3885,FP,high,release fn DEBUGASSERTs data; internal non-NULL
DCL13-C,lib/multi.c,3885,FP,low,buf marker param; not curl const convention
API05-C,lib/multi.c,3895,FP,high,"size_t,char** sockbuf signature; no C99 array syntax"
STR34-C,lib/multi.c,3899,FP,high,char* via char**; no sign extension
DCL31-C,lib/multi.c,3911,FP,high,curlx_free internal
MEM30-C,lib/multi.c,3911,FP,high,frees xfer_sockbuf member; data->multi struct not freed
DCL31-C,lib/multi.c,3917,FP,high,curlx_malloc internal
STR34-C,lib/multi.c,3926,FP,high,char* via char**; no sign extension
API00-C,lib/multi.c,3930,FP,high,release fn DEBUGASSERTs data; internal non-NULL
DCL13-C,lib/multi.c,3930,FP,low,buf marker param; not curl const convention
API00-C,lib/multi.c,3953,FP,high,Curl_multi_get_easy internal; multi non-NULL from callers
EXP34-C,lib/multi.c,3956,FP,high,internal multi access; non-NULL
DCL30-C,lib/multi.c,3958,FP,high,"returns 'data' from xfer table (heap), not address of a local variable"
API00-C,lib/multi.c,3965,FP,high,Curl_multi_xfers_running internal; multi non-NULL by contract
DCL13-C,lib/multi.c,3965,FP,low,reads multi->xfers_alive but curl convention keeps handle param non-const
EXP34-C,lib/multi.c,3967,FP,high,internal multi access; non-NULL
API00-C,lib/multi.c,3970,FP,high,Curl_multi_mark_dirty checks 'data->multi &&'; effectively guarded
EXP34-C,lib/multi.c,3972,FP,high,data->multi checked in same expression; NULL-safe
API00-C,lib/multi.c,3976,FP,high,Curl_multi_clear_dirty guards data->multi; NULL-safe
DCL13-C,lib/multi.c,4001,FP,low,"multi_xfer_dump has (void)multi unused; debug-only, const advisory"
EXP30-C,lib/multi.c,4023,FP,high,tbl_count/capacity in mfprintf args are pure reads; no side-effect conflict
ERR33-C,lib/multi.c,4032,FP,high,fflush(stderr) in debug dump; ignoring return is idiomatic
API00-C,lib/cfilters.c,38,FP,high,vtable default impl; cf required non-NULL by chain contract; UNITTESTS only
API00-C,lib/cfilters.c,46,FP,high,vtable shutdown stub; done always supplied by dispatcher; not validated by convention
DCL13-C,lib/cfilters.c,46,FP,high,signature fixed by Curl_cftype do_shutdown typedef; const cannot be added
DCL13-C,lib/cfilters.c,47,FP,high,vtable typedef-fixed signature; const not addable
DCL13-C,lib/cfilters.c,55,FP,high,adjust_pollset vtable typedef signature; fixed
DCL13-C,lib/cfilters.c,56,FP,high,vtable typedef-fixed signature
DCL13-C,lib/cfilters.c,57,FP,high,vtable typedef-fixed signature
API00-C,lib/cfilters.c,66,FP,high,vtable data_pending stub; cf non-NULL by contract
API00-C,lib/cfilters.c,66,FP,high,data passed through to next filter; not deref'd here
DCL13-C,lib/cfilters.c,66,FP,high,has_data_pending vtable typedef signature; fixed
API00-C,lib/cfilters.c,73,FP,high,vtable send stub; pnwritten always supplied by dispatcher
DCL13-C,lib/cfilters.c,73,FP,high,do_send vtable typedef signature; fixed
API05-C,lib/cfilters.c,74,FP,high,curl never uses C99 array-param syntax; advisory style
API00-C,lib/cfilters.c,83,FP,high,vtable recv stub; pnread always supplied
DCL13-C,lib/cfilters.c,83,FP,high,do_recv vtable typedef signature; fixed
API05-C,lib/cfilters.c,84,FP,high,C99 array-param syntax not used in curl
API00-C,lib/cfilters.c,92,FP,high,vtable is_alive stub; cf non-NULL by contract
API00-C,lib/cfilters.c,92,FP,high,"data passed to next filter, not deref'd"
API00-C,lib/cfilters.c,92,FP,high,input_pending passed through; supplied by dispatcher
DCL13-C,lib/cfilters.c,92,FP,high,is_alive vtable typedef signature; fixed
API00-C,lib/cfilters.c,101,FP,high,vtable keep_alive stub; cf non-NULL by contract
API00-C,lib/cfilters.c,101,FP,high,data passed to next filter only
DCL13-C,lib/cfilters.c,101,FP,high,keep_alive vtable typedef signature; fixed
API00-C,lib/cfilters.c,109,FP,high,vtable query stub; cf non-NULL by contract
API00-C,lib/cfilters.c,109,FP,high,data passed through to next filter
API00-C,lib/cfilters.c,109,FP,high,"pres1 forwarded to next filter, not deref'd here"
API00-C,lib/cfilters.c,109,FP,high,"pres2 forwarded to next filter, not deref'd here"
DCL13-C,lib/cfilters.c,109,FP,high,query vtable typedef signature; fixed
DCL31-C,lib/cfilters.c,132,FP,high,curlx_free declared in curlx headers; sqc failed to resolve include
API00-C,lib/cfilters.c,138,FP,high,"thin wrapper; data forwarded to discard_chain, conn from validated caller"
API00-C,lib/cfilters.c,138,FP,med,internal helper; conn supplied non-NULL by callers; not validated by convention
ARR00-C,lib/cfilters.c,141,FP,high,sockindex is 0/1 from validated callers; cfilter[2] bounded
ARR30-C,lib/cfilters.c,141,FP,high,sockindex bounded 0/1 by CONN_SOCK_IDX_VALID upstream; cfilter[2]
EXP34-C,lib/cfilters.c,141,FP,med,conn supplied non-NULL by callers; internal helper contract
API00-C,lib/cfilters.c,144,FP,high,DEBUGASSERT(data->conn) present; data non-NULL by contract
ARR00-C,lib/cfilters.c,150,FP,high,sockindex 0/1 from validated callers; cfilter[2] bounded
ARR30-C,lib/cfilters.c,150,FP,high,sockindex bounded; cfilter[2]; idiomatic dispatch
ARR00-C,lib/cfilters.c,169,FP,high,guarded by CONN_SOCK_IDX_VALID at line 165
API00-C,lib/cfilters.c,212,FP,high,DEBUGASSERT(data) present; data non-NULL by contract
API00-C,lib/cfilters.c,212,FP,high,pnread set/forwarded; always supplied by caller
API05-C,lib/cfilters.c,212,FP,high,C99 array-param syntax not used
ARR00-C,lib/cfilters.c,219,FP,high,sockindex 0/1; cfilter[2] bounded; dispatch layer
ARR30-C,lib/cfilters.c,219,FP,high,sockindex bounded; cfilter[2]
API00-C,lib/cfilters.c,230,FP,high,DEBUGASSERT(data) present; non-NULL by contract
API00-C,lib/cfilters.c,230,FP,high,pnwritten set/forwarded; always supplied
